unified_id,original_id,product_name,sentiment,opinion,score,date,source_file
4148,4f5725e3-58cb-4747-8cd2-4a72259622dd,Samsung Galaxy S23,negative,"speakers reached 90 dB without distortion; display hit 300 nits of brightness and supported HDR10; app launches averaged 200 ms and multitasking was snappy; hinge remained sturdy after 500 open/close cycles; camera struggled with low-light scenes and introduced noticeable noise; fast charging reached 50% in 40 minutes; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-02-24,opinions_TG.csv
4149,028c4000-da85-428f-9b4f-3f48bd2caf6e,Bose QuietComfort Earbuds,negative,"camera struggled with low-light scenes and introduced noticeable noise; aluminum chassis felt premium and resisted fingerprints; fast charging reached 50% in 20 minutes; menu navigation felt confusing with too many nested options; 120Hz panel made animations feel silky smooth; audio was thin with muddy lows and harsh highs; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-05-15,opinions_TG.csv
4150,78389abb-75ba-4773-9607-3aae0a7c7043,Asus ROG Gaming Laptop,negative,"soundstage felt wide with clear mids and tight bass; battery easily covered a full 11-hour workday; video stabilization kept 30fps footage smooth while walking; hinge remained sturdy after 1000 open/close cycles; software updates installed in 55 minutes without hiccups; display looked washed out around 800 nits and had limited viewing angles; trackpad gestures and keyboard backlighting improved workflow. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-11-18,opinions_TG.csv
4151,8d01e6a8-e0c1-43d5-a96b-3639953acdca,Apple MacBook Pro,negative,"battery drained in just 6 hours of light use; video stabilization kept 30fps footage smooth while walking; audio was thin with muddy lows and harsh highs; gesture controls worked reliably 11 out of 11 times; IP68 rating handled rain and dust without issues; display hit 1000 nits of brightness and supported HDR10; trackpad gestures and keyboard backlighting improved workflow. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-03-10,opinions_TG.csv
4152,85eea607-c5af-409f-b5c2-ca4aea2a7465,Logitech MX Master 3 Mouse,negative,"setup took under 20 minutes with a clean, intuitive UI; IP68 rating handled rain and dust without issues; app launches averaged 200 ms and multitasking was snappy; ANC reduced ambient noise by about 90% on the metro; display looked washed out around 500 nits and had limited viewing angles; video stabilization kept 120fps footage smooth while walking; ergonomic design reduced wrist strain during long sessions. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-03-31,opinions_TG.csv
4153,06caa634-d1fb-4941-a70f-bcf936df1d4b,LG OLED TV,negative,"soundstage felt wide with clear mids and tight bass; setup took under 45 minutes with a clean, intuitive UI; camera struggled with low-light scenes and introduced noticeable noise; benchmarks improved roughly 50% over last year's model; hinge remained sturdy after 2000 open/close cycles; 120Hz panel made animations feel silky smooth; Dolby Vision and eARC worked flawlessly with the soundbar. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-05-26,opinions_TG.csv
4154,4fb54cb5-fb20-41ca-9959-7486246f46e4,Microsoft Surface Pro 9,negative,"speakers reached 90 dB without distortion; camera struggled with low-light scenes and introduced noticeable noise; hinge remained sturdy after 2000 open/close cycles; setup took under 40 minutes with a clean, intuitive UI; battery drained in just 17 hours of light use; display looked washed out around 300 nits and had limited viewing angles; stylus latency was minimal for note-taking. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-04-23,opinions_TG.csv
4155,a4c4731e-535f-4740-82b3-cc618056fe29,Dell XPS 13 Laptop,negative,"thermal throttling appeared after 40 minutes of gaming; IP68 rating handled rain and dust without issues; menu navigation felt confusing with too many nested options; fast charging reached 50% in 35 minutes; speakers reached 70 dB without distortion; camera struggled with low-light scenes and introduced noticeable noise; trackpad gestures and keyboard backlighting improved workflow. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-10-21,opinions_TG.csv
4156,aa6b9abb-dd68-4b3f-944f-5af7f2c3f2d4,Razer BlackWidow Keyboard,negative,"plastic shell creaked under pressure near the hinge; benchmarks improved roughly 50% over last year's model; camera struggled with low-light scenes and introduced noticeable noise; battery lasted 15 hours of mixed use; ANC reduced ambient noise by about 80% on the metro; menu navigation felt confusing with too many nested options; ergonomic design reduced wrist strain during long sessions. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-09-26,opinions_TG.csv
4157,f9603fad-e3f9-4cdc-a994-0a790fe1ccf3,Apple AirPods Pro,negative,"camera struggled with low-light scenes and introduced noticeable noise; soundstage felt wide with clear mids and tight bass; menu navigation felt confusing with too many nested options; display hit 400 nits of brightness and supported HDR10; app launches averaged 120 ms and multitasking was snappy; battery drained in just 15 hours of light use; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-03-15,opinions_TG.csv
4158,4f398eb1-3bbd-471f-9863-5d8c5c42b71e,Canon EOS R Camera,negative,"battery lasted 12 hours of mixed use; autofocus locked onto subjects in under 120 ms; menu navigation felt confusing with too many nested options; display hit 800 nits of brightness and supported HDR10; audio was thin with muddy lows and harsh highs; plastic shell creaked under pressure near the hinge; RAW files offered strong latitude for color grading. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-10-03,opinions_TG.csv
4159,d8ff5d2a-736a-42da-98ea-efccd98ec952,Google Pixel 7,negative,"battery drained in just 3 hours of light use; plastic shell creaked under pressure near the hinge; 120Hz panel made animations feel silky smooth; gesture controls worked reliably 7 out of 16 times; benchmarks improved roughly 50% over last year's model; audio was thin with muddy lows and harsh highs; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-09-07,opinions_TG.csv
4160,ba7b503d-9d8b-4cb3-adde-057674ed3c4b,Apple iPhone 14,negative,"gesture controls worked reliably 8 out of 5 times; battery drained in just 9 hours of light use; IP68 rating handled rain and dust without issues; app launches averaged 150 ms and multitasking was snappy; display looked washed out around 500 nits and had limited viewing angles; autofocus locked onto subjects in under 80 ms; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-06-16,opinions_TG.csv
4161,c3ffc389-2f76-4d95-a38b-0fc6bd064ce5,Google Pixel 7,negative,"120Hz panel made animations feel silky smooth; camera produced sharp 4MP photos with accurate colors; hinge remained sturdy after 5000 open/close cycles; app launches averaged 120 ms and multitasking was snappy; audio was thin with muddy lows and harsh highs; battery drained in just 7 hours of light use; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-06-11,opinions_TG.csv
4162,a6a20b92-d588-4c54-b506-02a1323dddfa,JBL Flip 6 Speaker,negative,"aluminum chassis felt premium and resisted fingerprints; soundstage felt wide with clear mids and tight bass; autofocus locked onto subjects in under 200 ms; battery easily covered a full 11-hour workday; thermal throttling appeared after 55 minutes of gaming; menu navigation felt confusing with too many nested options. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-07-06,opinions_TG.csv
4163,c324a3c5-0eef-41c9-b243-864ec68dd35e,Bose QuietComfort Earbuds,negative,"soundstage felt wide with clear mids and tight bass; setup took under 50 minutes with a clean, intuitive UI; display hit 400 nits of brightness and supported HDR10; fast charging reached 50% in 40 minutes; frame rates held steady at 30 fps in popular titles; video stabilization kept 90fps footage smooth while walking; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-10-03,opinions_TG.csv
4164,254586e6-a660-43b3-a4d3-2f5752d07b6f,Logitech MX Master 3 Mouse,negative,"ANC reduced ambient noise by about 90% on the metro; thermal throttling appeared after 50 minutes of gaming; plastic shell creaked under pressure near the hinge; setup took under 60 minutes with a clean, intuitive UI; display looked washed out around 800 nits and had limited viewing angles; battery drained in just 16 hours of light use; ergonomic design reduced wrist strain during long sessions. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-09-27,opinions_TG.csv
4165,2cdaaba7-7ef2-4dd6-aa24-453de7217c27,Nintendo Switch Console,negative,"battery easily covered a full 13-hour workday; display hit 400 nits of brightness and supported HDR10; video stabilization kept 90fps footage smooth while walking; thermal throttling appeared after 25 minutes of gaming; ANC reduced ambient noise by about 90% on the metro; setup took under 50 minutes with a clean, intuitive UI; quick resume jumped between games in seconds. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-05-07,opinions_TG.csv
4166,5c78962a-1cf7-4cb5-984c-b1330d974e34,Apple MacBook Pro,negative,"setup took under 35 minutes with a clean, intuitive UI; 4K resolution delivered crisp text and vivid detail; benchmarks improved roughly 60% over last year's model; battery lasted 6 hours of mixed use; speakers reached 85 dB without distortion; plastic shell creaked under pressure near the hinge; trackpad gestures and keyboard backlighting improved workflow. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-09-09,opinions_TG.csv
4167,17e28635-241e-47ad-ba4c-19b48eb02daf,HP Spectre x360,negative,"camera produced sharp 5MP photos with accurate colors; 4K resolution delivered crisp text and vivid detail; battery lasted 9 hours of mixed use; menu navigation felt confusing with too many nested options; plastic shell creaked under pressure near the hinge; thermal throttling appeared after 10 minutes of gaming; trackpad gestures and keyboard backlighting improved workflow. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-05-16,opinions_TG.csv
4168,dd7fd93d-746e-47dd-a1eb-82a5a78a1c4d,Samsung Galaxy S23,negative,"speakers reached 70 dB without distortion; plastic shell creaked under pressure near the hinge; camera produced sharp 10MP photos with accurate colors; app launches averaged 120 ms and multitasking was snappy; battery drained in just 5 hours of light use; gesture controls worked reliably 16 out of 12 times; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-04-17,opinions_TG.csv
4169,ce8efb75-c9fe-4788-bc56-36b906ef1155,Sony WH-1000XM5 Headphones,negative,"IP68 rating handled rain and dust without issues; speakers reached 90 dB without distortion; autofocus locked onto subjects in under 120 ms; frame rates held steady at 30 fps in popular titles; 4K resolution delivered crisp text and vivid detail; setup took under 20 minutes with a clean, intuitive UI; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-10-31,opinions_TG.csv
4170,9c50be65-fd9c-43a6-84c5-93d4919b118f,Sony WH-1000XM5 Headphones,negative,"battery drained in just 14 hours of light use; plastic shell creaked under pressure near the hinge; video stabilization kept 120fps footage smooth while walking; thermal throttling appeared after 40 minutes of gaming; setup took under 40 minutes with a clean, intuitive UI; audio was thin with muddy lows and harsh highs; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-03-29,opinions_TG.csv
4171,59c7d9e9-1e95-45ba-94e0-bafbf07b82e1,Panasonic 4K Camcorder,negative,"display hit 300 nits of brightness and supported HDR10; hinge remained sturdy after 1000 open/close cycles; ANC reduced ambient noise by about 70% on the metro; battery lasted 11 hours of mixed use; gesture controls worked reliably 5 out of 15 times; camera produced sharp 11MP photos with accurate colors; RAW files offered strong latitude for color grading. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-05-22,opinions_TG.csv
4172,884a1e4c-c507-4e52-94aa-7fddd1f9e295,Razer BlackWidow Keyboard,negative,"display looked washed out around 600 nits and had limited viewing angles; IP68 rating handled rain and dust without issues; camera produced sharp 6MP photos with accurate colors; software updates installed in 60 minutes without hiccups; app launches averaged 120 ms and multitasking was snappy; battery easily covered a full 6-hour workday; ergonomic design reduced wrist strain during long sessions. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-05-31,opinions_TG.csv
4173,07cde0e2-805f-410b-a8ae-a4d2b3d7ecde,Microsoft Surface Pro 9,negative,"speakers reached 70 dB without distortion; camera produced sharp 17MP photos with accurate colors; benchmarks improved roughly 50% over last year's model; 120Hz panel made animations feel silky smooth; fast charging reached 50% in 35 minutes; setup took under 20 minutes with a clean, intuitive UI; stylus latency was minimal for note-taking. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-02-28,opinions_TG.csv
4174,31756eae-34f3-4ed8-ba6e-fe7bb762c031,LG OLED TV,negative,"aluminum chassis felt premium and resisted fingerprints; setup took under 55 minutes with a clean, intuitive UI; ANC reduced ambient noise by about 50% on the metro; camera struggled with low-light scenes and introduced noticeable noise; benchmarks improved roughly 80% over last year's model; 120Hz panel made animations feel silky smooth; Dolby Vision and eARC worked flawlessly with the soundbar. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-05-22,opinions_TG.csv
4175,33d11f43-c7ce-4069-adc4-28c35700f1cb,Bose QuietComfort Earbuds,negative,"camera struggled with low-light scenes and introduced noticeable noise; setup took under 60 minutes with a clean, intuitive UI; hinge remained sturdy after 5000 open/close cycles; speakers reached 85 dB without distortion; 4K resolution delivered crisp text and vivid detail; thermal throttling appeared after 50 minutes of gaming; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2024-12-22,opinions_TG.csv
4176,331b5c02-8355-4231-85b6-aa72e61155bd,Panasonic 4K Camcorder,negative,"120Hz panel made animations feel silky smooth; video stabilization kept 90fps footage smooth while walking; software updates installed in 50 minutes without hiccups; plastic shell creaked under pressure near the hinge; ANC reduced ambient noise by about 70% on the metro; app launches averaged 200 ms and multitasking was snappy; RAW files offered strong latitude for color grading. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-05-10,opinions_TG.csv
4177,10a82700-e4df-40dd-9a46-faefc0231c64,Google Pixel 7,negative,"battery drained in just 6 hours of light use; gesture controls worked reliably 10 out of 12 times; video stabilization kept 120fps footage smooth while walking; plastic shell creaked under pressure near the hinge; app launches averaged 120 ms and multitasking was snappy; ANC reduced ambient noise by about 30% on the metro; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-06-26,opinions_TG.csv
4178,56e8d6a1-54f5-476e-a7a3-9c96936477c2,Nintendo Switch Console,negative,"frame rates held steady at 30 fps in popular titles; software updates installed in 15 minutes without hiccups; autofocus locked onto subjects in under 200 ms; battery easily covered a full 16-hour workday; 120Hz panel made animations feel silky smooth; plastic shell creaked under pressure near the hinge; quick resume jumped between games in seconds. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-05-29,opinions_TG.csv
4179,b40d023c-4b57-4e5c-ab39-653f754b5d87,Apple iPhone 14,negative,"IP68 rating handled rain and dust without issues; battery drained in just 9 hours of light use; gesture controls worked reliably 7 out of 11 times; benchmarks improved roughly 60% over last year's model; camera produced sharp 17MP photos with accurate colors; audio was thin with muddy lows and harsh highs; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-01-21,opinions_TG.csv
4180,0bf91279-537a-475f-aa9a-4469210a995c,LG OLED TV,negative,"120Hz panel made animations feel silky smooth; setup took under 55 minutes with a clean, intuitive UI; video stabilization kept 120fps footage smooth while walking; fast charging reached 50% in 30 minutes; soundstage felt wide with clear mids and tight bass; app launches averaged 200 ms and multitasking was snappy; Dolby Vision and eARC worked flawlessly with the soundbar. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-01-27,opinions_TG.csv
4181,ed788336-2e7c-4c00-8bf6-fc945f4d3bfb,Apple AirPods Pro,negative,"autofocus locked onto subjects in under 80 ms; display hit 800 nits of brightness and supported HDR10; app launches averaged 80 ms and multitasking was snappy; battery drained in just 4 hours of light use; software updates installed in 50 minutes without hiccups; speakers reached 80 dB without distortion; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-02-13,opinions_TG.csv
4182,9dc2226f-88fb-4af7-8bf9-defdd4b0f26b,Apple iPhone 14,negative,"video stabilization kept 120fps footage smooth while walking; fast charging reached 50% in 55 minutes; aluminum chassis felt premium and resisted fingerprints; setup took under 45 minutes with a clean, intuitive UI; app launches averaged 80 ms and multitasking was snappy; 120Hz panel made animations feel silky smooth; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-02-06,opinions_TG.csv
4183,40c7c65a-0b78-41c7-b891-303de6f5f398,JBL Flip 6 Speaker,negative,"setup took under 25 minutes with a clean, intuitive UI; video stabilization kept 90fps footage smooth while walking; 4K resolution delivered crisp text and vivid detail; plastic shell creaked under pressure near the hinge; battery lasted 6 hours of mixed use; app launches averaged 80 ms and multitasking was snappy. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-03-08,opinions_TG.csv
4184,11464702-e0b7-403e-be4f-424967315d94,LG OLED TV,negative,"battery easily covered a full 5-hour workday; benchmarks improved roughly 60% over last year's model; plastic shell creaked under pressure near the hinge; gesture controls worked reliably 10 out of 15 times; ANC reduced ambient noise by about 90% on the metro; display looked washed out around 500 nits and had limited viewing angles; Dolby Vision and eARC worked flawlessly with the soundbar. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-09-24,opinions_TG.csv
4185,1ef78fee-d52d-4224-9af5-d947e0d17818,Panasonic 4K Camcorder,negative,"frame rates held steady at 30 fps in popular titles; video stabilization kept 90fps footage smooth while walking; display looked washed out around 300 nits and had limited viewing angles; battery drained in just 16 hours of light use; speakers reached 70 dB without distortion; menu navigation felt confusing with too many nested options; RAW files offered strong latitude for color grading. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-01-17,opinions_TG.csv
4186,41b4d5de-c6a6-4cf0-b717-c7c6e06f887c,Samsung Galaxy Tab S8,negative,"battery lasted 10 hours of mixed use; video stabilization kept 60fps footage smooth while walking; audio was thin with muddy lows and harsh highs; display hit 800 nits of brightness and supported HDR10; frame rates held steady at 60 fps in popular titles; IP68 rating handled rain and dust without issues; stylus latency was minimal for note-taking. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-08-13,opinions_TG.csv
4187,0613075c-a2af-4c61-94ef-029fa18360be,Apple iPhone 14,negative,"thermal throttling appeared after 30 minutes of gaming; setup took under 25 minutes with a clean, intuitive UI; speakers reached 80 dB without distortion; battery easily covered a full 9-hour workday; display looked washed out around 1000 nits and had limited viewing angles; hinge remained sturdy after 1000 open/close cycles; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-03-08,opinions_TG.csv
4188,f358ec86-ea84-4963-91fd-646ead7dec56,HP Spectre x360,negative,"hinge remained sturdy after 5000 open/close cycles; menu navigation felt confusing with too many nested options; battery drained in just 14 hours of light use; autofocus locked onto subjects in under 150 ms; thermal throttling appeared after 15 minutes of gaming; speakers reached 80 dB without distortion; trackpad gestures and keyboard backlighting improved workflow. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-05-13,opinions_TG.csv
4189,51150cdf-8c40-409b-b552-5c8da326589e,Asus ROG Gaming Laptop,negative,"video stabilization kept 120fps footage smooth while walking; menu navigation felt confusing with too many nested options; aluminum chassis felt premium and resisted fingerprints; ANC reduced ambient noise by about 60% on the metro; display hit 1000 nits of brightness and supported HDR10; fast charging reached 50% in 15 minutes; trackpad gestures and keyboard backlighting improved workflow. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-05-04,opinions_TG.csv
4190,2c72d14c-5638-42b1-b5a1-e5aaab776a5b,Sony WH-1000XM5 Headphones,negative,"camera struggled with low-light scenes and introduced noticeable noise; hinge remained sturdy after 1000 open/close cycles; speakers reached 85 dB without distortion; battery drained in just 3 hours of light use; frame rates held steady at 30 fps in popular titles; 4K resolution delivered crisp text and vivid detail; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-01-01,opinions_TG.csv
4191,c232b454-9e40-4b86-bb1c-21684c2216d0,Apple AirPods Pro,negative,"speakers reached 75 dB without distortion; frame rates held steady at 30 fps in popular titles; software updates installed in 30 minutes without hiccups; camera struggled with low-light scenes and introduced noticeable noise; aluminum chassis felt premium and resisted fingerprints; battery drained in just 11 hours of light use; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-07-25,opinions_TG.csv
4192,745b35ce-54f8-4248-af2f-5a7069843565,Bose QuietComfort Earbuds,negative,"battery easily covered a full 3-hour workday; benchmarks improved roughly 40% over last year's model; aluminum chassis felt premium and resisted fingerprints; display hit 500 nits of brightness and supported HDR10; gesture controls worked reliably 3 out of 5 times; camera struggled with low-light scenes and introduced noticeable noise; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-05-31,opinions_TG.csv
4193,921506d6-fa9d-4012-b47e-47ad69e87545,Logitech MX Master 3 Mouse,negative,"battery drained in just 6 hours of light use; video stabilization kept 120fps footage smooth while walking; 4K resolution delivered crisp text and vivid detail; plastic shell creaked under pressure near the hinge; soundstage felt wide with clear mids and tight bass; gesture controls worked reliably 14 out of 4 times; ergonomic design reduced wrist strain during long sessions. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-06-03,opinions_TG.csv
4194,f4685fe2-eb99-434d-818f-cc4da926b9b0,Google Pixel 7,negative,"software updates installed in 60 minutes without hiccups; hinge remained sturdy after 500 open/close cycles; ANC reduced ambient noise by about 80% on the metro; autofocus locked onto subjects in under 150 ms; 4K resolution delivered crisp text and vivid detail; frame rates held steady at 120 fps in popular titles; 5G reception stayed strong indoors and outdoors. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-10-07,opinions_TG.csv
4195,7f1ff705-54a8-4bbc-aedc-c47a9c5ad154,Apple AirPods Pro,negative,"fast charging reached 50% in 20 minutes; app launches averaged 120 ms and multitasking was snappy; hinge remained sturdy after 5000 open/close cycles; software updates installed in 5 minutes without hiccups; ANC reduced ambient noise by about 60% on the metro; video stabilization kept 120fps footage smooth while walking; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-05-05,opinions_TG.csv
4196,41d55eb6-bc80-4a18-ae83-7095f0b5bdf0,Razer BlackWidow Keyboard,negative,"app launches averaged 150 ms and multitasking was snappy; battery lasted 10 hours of mixed use; camera produced sharp 16MP photos with accurate colors; audio was thin with muddy lows and harsh highs; IP68 rating handled rain and dust without issues; 120Hz panel made animations feel silky smooth; ergonomic design reduced wrist strain during long sessions. Overall, the shortcomings overshadow the few positives in daily use.",1.0,2025-06-12,opinions_TG.csv
4197,3067cd59-4367-4dcc-a020-8028e40249d2,Apple MacBook Pro,negative,"autofocus locked onto subjects in under 200 ms; 120Hz panel made animations feel silky smooth; audio was thin with muddy lows and harsh highs; software updates installed in 60 minutes without hiccups; thermal throttling appeared after 55 minutes of gaming; battery easily covered a full 6-hour workday; trackpad gestures and keyboard backlighting improved workflow. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-02-14,opinions_TG.csv
4198,53e9960a-3338-4ae1-aba0-bb8ece60b9bd,LG OLED TV,negative,"soundstage felt wide with clear mids and tight bass; 120Hz panel made animations feel silky smooth; battery drained in just 6 hours of light use; frame rates held steady at 30 fps in popular titles; software updates installed in 55 minutes without hiccups; camera produced sharp 16MP photos with accurate colors; Dolby Vision and eARC worked flawlessly with the soundbar. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-02-22,opinions_TG.csv
4199,6e028418-1950-4e26-9535-d96c3a7ac806,Apple MacBook Pro,negative,"autofocus locked onto subjects in under 150 ms; gesture controls worked reliably 13 out of 15 times; battery drained in just 9 hours of light use; 120Hz panel made animations feel silky smooth; hinge remained sturdy after 5000 open/close cycles; audio was thin with muddy lows and harsh highs; trackpad gestures and keyboard backlighting improved workflow. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-07-04,opinions_TG.csv
4200,dab6c1a0-cf9f-4d21-bddc-76a02aaf4bd9,LG OLED TV,negative,"software updates installed in 20 minutes without hiccups; display looked washed out around 600 nits and had limited viewing angles; speakers reached 75 dB without distortion; benchmarks improved roughly 70% over last year's model; video stabilization kept 90fps footage smooth while walking; fast charging reached 50% in 30 minutes; Dolby Vision and eARC worked flawlessly with the soundbar. Overall, the shortcomings overshadow the few positives in daily use.",2.0,2025-05-10,opinions_TG.csv
4201,48,LumaBrew Smart Coffee Maker,positive,"Compared to my previous coffee maker, the brew strength options let me dial in exactly the taste I like, so for me it absolutely lives up to the promise.",5.0,2024-06-13,opinions_VP.csv
4202,25,LumaBrew Smart Coffee Maker,positive,"Compared to my previous coffee maker, the reusable filter helps me save money and reduce waste, so I definitely feel I got my money’s worth.",4.0,2025-10-03,opinions_VP.csv
4203,89,LumaBrew Smart Coffee Maker,positive,"Ever since I bought this smart coffee maker, it consistently brews flavorful coffee that tastes better than most café drinks, so for me it absolutely lives up to the promise.",5.0,2024-11-20,opinions_VP.csv
4204,80,LumaBrew Smart Coffee Maker,positive,"From the first week of use, the pre-heating time is minimal, which fits my rushed mornings, so for me it absolutely lives up to the promise.",5.0,2023-09-25,opinions_VP.csv
4205,23,LumaBrew Smart Coffee Maker,positive,"I’ve been using this coffee maker for nearly a month and the smart features actually feel useful instead of gimmicky, so I’m genuinely happy with how it performs overall.",5.0,2024-03-08,opinions_VP.csv
4206,166,LumaBrew Smart Coffee Maker,negative,"For my morning routine, the app connection drops more often than it works, and I’m already considering replacing it with something else.",2.0,2023-10-04,opinions_VP.csv
4207,114,LumaBrew Smart Coffee Maker,negative,"Ever since I switched to this smart coffee maker, the water tank capacity is too small for multiple cups in a row, so overall it has been a frustrating purchase.",2.0,2024-09-21,opinions_VP.csv
4208,85,LumaBrew Smart Coffee Maker,positive,"For my small apartment kitchen, it produces a smooth cup with no burnt or bitter aftertaste, making it feel like a small luxury every single morning.",5.0,2023-04-13,opinions_VP.csv
4209,76,LumaBrew Smart Coffee Maker,positive,"After over a month with this machine, I can say it produces a smooth cup with no burnt or bitter aftertaste, and I’d confidently buy it again if needed.",5.0,2025-03-25,opinions_VP.csv
4210,37,LumaBrew Smart Coffee Maker,positive,"As a casual coffee drinker, I’m surprised that the pre-heating time is minimal, which fits my rushed mornings, so for me it absolutely lives up to the promise.",4.0,2025-02-14,opinions_VP.csv
4211,2,LumaBrew Smart Coffee Maker,positive,"As someone who drinks several cups a day, I think the brew strength options let me dial in exactly the taste I like, so I’m genuinely happy with how it performs overall.",4.0,2023-04-09,opinions_VP.csv
4212,134,LumaBrew Smart Coffee Maker,negative,"Ever since I switched to this smart coffee maker, the app connection drops more often than it works, so I don’t feel that it delivers on its promises.",1.0,2023-11-03,opinions_VP.csv
4213,122,LumaBrew Smart Coffee Maker,negative,"After around six weeks of daily use, I have to admit the brewing process sometimes stops midway for no clear reason, which is why I would not buy it again.",1.0,2023-06-08,opinions_VP.csv
4214,83,LumaBrew Smart Coffee Maker,positive,"In our busy household, the smart features actually feel useful instead of gimmicky, so for me it absolutely lives up to the promise.",4.0,2024-07-07,opinions_VP.csv
4215,147,LumaBrew Smart Coffee Maker,negative,"In our household, we quickly realized that it struggles to brew consistently hot coffee, and I’m already considering replacing it with something else.",2.0,2025-04-07,opinions_VP.csv
4216,189,LumaBrew Smart Coffee Maker,negative,"From the first week I noticed that the machine occasionally refuses to start brewing even when set up correctly, so I don’t feel that it delivers on its promises.",2.0,2023-03-07,opinions_VP.csv
4217,74,LumaBrew Smart Coffee Maker,positive,"I’ve been using this coffee maker for nearly a month and the build feels solid and the buttons respond instantly, so I don’t see myself going back to a basic brewer.",5.0,2023-09-13,opinions_VP.csv
4218,186,LumaBrew Smart Coffee Maker,negative,"As a frequent coffee drinker, it bothers me that the machine occasionally refuses to start brewing even when set up correctly, so overall it has been a frustrating purchase.",1.0,2025-01-25,opinions_VP.csv
4219,110,LumaBrew Smart Coffee Maker,negative,"Ever since I switched to this smart coffee maker, the advertised smart features feel clunky and unreliable, and I often wish I had picked a simpler model instead.",1.0,2025-06-05,opinions_VP.csv
4220,9,LumaBrew Smart Coffee Maker,positive,"After nearly a month with this machine, I can say the machine fits perfectly under my cabinets and still opens easily, so I don’t see myself going back to a basic brewer.",4.0,2023-04-18,opinions_VP.csv
